country,date,sentiment,Imports,Exports,immigrants,percPop,emigrants,kilometers,miles,ideology,rsf
Thailand,2022-07-15,-0.1878787878787878,252100000.0,262990000.0,3632496.0,5.2,1086985.0,7213.0,4482.0,0.0,50.0
Togo,2022-07-15,,89420.0,36370000.0,279936.0,3.38,545409.0,5254.0,3265.0,1.0,57.0
Trinidad and Tobago,2022-07-15,0.0402777777777778,,,,,,,,,
Turkey,2022-07-15,,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Ukraine,2022-07-15,0.003481934731934738,,,,,,,,,
United Kingdom,2022-07-15,-0.036054292929292936,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-07-15,0.04422927005244078,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
Venezuela,2022-07-15,0.0,671980.0,5040000.0,1324193.0,4.66,5415337.0,10042.0,6240.0,1.0,37.0
"Venezuela, Bolivarian Republic of",2022-07-15,0.1,,,,,,,,,
Australia,2022-07-16,-0.05,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-07-16,0.11738095238095235,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Azerbaijan,2022-07-16,,651710000.0,389530000.0,252228.0,2.49,1163922.0,1591.0,989.0,1.0,39.0
Bahamas,2022-07-16,0.0476190476190476,12600.0,197610.0,63583.0,16.17,53793.0,9211.0,5723.0,,
Belgium,2022-07-16,0.0,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
"Bolivia, Plurinational State of",2022-07-16,-0.14375,,,,,,,,,
Bosnia and Herzegovina,2022-07-16,,,,,,,,,,
Bulgaria,2022-07-16,,514730000.0,781770000.0,184363.0,2.65,1683626.0,767.0,477.0,2.0,59.0
Cabo Verde,2022-07-16,0.1363636363636363,,,,,,,,,
Canada,2022-07-16,0.10333333333333335,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-07-16,0.1666666666666666,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
Colombia,2022-07-16,0.0999999999999999,80770000.0,207300000.0,1905393.0,3.74,3024273.0,10754.0,6682.0,2.0,42.0
Czechia,2022-07-16,0.3181818181818182,,,,,,,,,
Denmark,2022-07-16,0.1180952380952381,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Ecuador,2022-07-16,,153790000.0,4090000.0,784787.0,4.45,1127891.0,11577.0,7194.0,2.0,64.0
Estonia,2022-07-16,-0.1399999999999999,173870000.0,163200000.0,199277.0,15.02,206631.0,1205.0,749.0,3.0,19.0
Finland,2022-07-16,0.0,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-07-16,0.004924242424242397,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Germany,2022-07-16,0.11166666666666666,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Greece,2022-07-16,5.551115123125783e-17,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
Guinea,2022-07-16,,140430000.0,19170000.0,121437.0,0.92,550790.0,5715.0,3551.0,0.0,59.0
India,2022-07-16,0.1639204545454545,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-07-16,,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Israel,2022-07-16,,211520000.0,711700000.0,1953575.0,22.57,358691.0,1952.0,1213.0,3.0,59.0
Italy,2022-07-16,0.0906060606060606,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Jamaica,2022-07-16,-0.0125,454190.0,73730.0,23629.0,0.8,1118931.0,9801.0,6090.0,2.0,
Japan,2022-07-16,0.0388888888888889,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Kenya,2022-07-16,0.0,17050000.0,155010000.0,1050147.0,1.95,535348.0,5421.0,3368.0,1.0,
Latvia,2022-07-16,0.1363636363636363,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Mali,2022-07-16,,6600000.0,28210000.0,485829.0,2.4,1303511.0,4668.0,2901.0,0.0,54.0
Mexico,2022-07-16,-0.07500000000000001,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
"Moldova, Republic of",2022-07-16,,,,,,,,,,
Monaco,2022-07-16,,,,,,,,,,
Mongolia,2022-07-16,,329570.0,25110000.0,21345.0,0.65,82098.0,1112.0,691.0,2.0,59.0
Netherlands,2022-07-16,-0.18944444444444444,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
Nigeria,2022-07-16,0.0,8410000.0,153650000.0,1308568.0,0.63,1670455.0,4850.0,3014.0,1.0,46.0
Norway,2022-07-16,0.0,372000000.0,38350000.0,852238.0,15.72,191392.0,1972.0,1225.0,3.0,92.0
Pakistan,2022-07-16,0.0,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
Philippines,2022-07-16,0.06333333333333335,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-07-16,0.0,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-07-16,0.1555555555555555,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Republic of Slovenia,2022-07-16,0.65,,,,,,,,,
Romania,2022-07-16,0.0875,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
Russia,2022-07-16,0.0,5850000000.0,3350000000.0,11636911.0,7.97,10756697.0,4666.0,2899.0,1.0,45.0
Russian Federation,2022-07-16,0.1642857142857142,,,,,,,,,
Serbia,2022-07-16,,191120000.0,195730000.0,823011.0,9.42,1003962.0,919.0,571.0,1.0,61.0
Singapore,2022-07-16,-0.6833333333333333,46170000.0,21790000.0,2523648.0,43.14,348464.0,8623.0,5358.0,1.0,44.0
South Africa,2022-07-16,,95950000.0,21870000.0,2860495.0,4.82,914901.0,8816.0,5478.0,2.0,75.0
Spain,2022-07-16,,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sudan,2022-07-16,0.0,9180000.0,53030000.0,1379147.0,3.15,2104887.0,3950.0,2454.0,0.0,
Sweden,2022-07-16,-0.125,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-07-16,0.03333333333333333,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
Thailand,2022-07-16,0.30833333333333335,252100000.0,262990000.0,3632496.0,5.2,1086985.0,7213.0,4482.0,0.0,50.0
Turkey,2022-07-16,,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Uganda,2022-07-16,0.0,7370000.0,7560000.0,1720313.0,3.76,781440.0,5228.0,3249.0,1.0,
Ukraine,2022-07-16,0.0326388888888889,,,,,,,,,
United Arab Emirates,2022-07-16,0.0,81730000.0,516970000.0,8716332.0,88.13,203214.0,3418.0,2124.0,0.0,44.0
United Kingdom,2022-07-16,0.08885387488328664,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-07-16,0.023655303030303037,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
Uruguay,2022-07-16,0.5,1860000.0,3200000.0,108267.0,3.12,367060.0,12435.0,7727.0,3.0,72.0
"Venezuela, Bolivarian Republic of",2022-07-16,0.5681818181818181,,,,,,,,,
Zimbabwe,2022-07-16,0.0,2420000.0,40920.0,416141.0,2.8,1243314.0,7497.0,4658.0,1.0,44.0
Australia,2022-07-17,0.2777777777777778,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-07-17,0.0,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Belgium,2022-07-17,-0.1555555555555555,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Belize,2022-07-17,-0.01666666666666665,1120000.0,69180.0,62043.0,15.6,52756.0,10602.0,6588.0,,
Bosnia and Herzegovina,2022-07-17,0.175,,,,,,,,,
British Indian Ocean Territory,2022-07-17,,,,,,,,,,
Burkina Faso,2022-07-17,,183380.0,30680000.0,723989.0,3.46,1599347.0,5027.0,3124.0,2.0,73.0
Cambodia,2022-07-17,,26730000.0,2370000.0,79341.0,0.47,1104819.0,7775.0,4831.0,1.0,43.0
Canada,2022-07-17,-0.04194155092592591,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-07-17,0.1736111111111111,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
China,2022-07-17,-1.0,10640000000.0,7990000000.0,1039675.0,0.07,10461170.0,5947.0,3695.0,0.0,25.0
Cyprus,2022-07-17,0.2285714285714286,32570000.0,46310000.0,190366.0,15.77,173210.0,1485.0,923.0,3.0,65.0
Czechia,2022-07-17,0.13,,,,,,,,,
Denmark,2022-07-17,,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Ecuador,2022-07-17,,153790000.0,4090000.0,784787.0,4.45,1127891.0,11577.0,7194.0,2.0,64.0
Estonia,2022-07-17,-0.07481481481481479,173870000.0,163200000.0,199277.0,15.02,206631.0,1205.0,749.0,3.0,19.0
Finland,2022-07-17,0.0861111111111111,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-07-17,0.015210137085137092,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Georgia,2022-07-17,-0.1555555555555555,199360000.0,430520000.0,79368.0,1.99,861077.0,1165.0,724.0,2.0,59.0
Germany,2022-07-17,-0.1422222222222222,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Ghana,2022-07-17,0.0375,129940000.0,136990000.0,476412.0,1.53,1004324.0,5415.0,3365.0,2.0,67.0
Greece,2022-07-17,0.0,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
Haiti,2022-07-17,-0.1875,160800.0,36590000.0,18884.0,0.17,1769671.0,9389.0,5834.0,1.0,64.0
Honduras,2022-07-17,0.0,7930000.0,5030000.0,39195.0,0.4,985077.0,10640.0,6611.0,1.0,
Hungary,2022-07-17,-0.1555555555555555,1520000000.0,1580000000.0,584567.0,6.05,714420.0,881.0,547.0,1.0,59.0
India,2022-07-17,-0.15000000000000002,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Ireland,2022-07-17,-0.11770833333333333,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Italy,2022-07-17,0.047222222222222235,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Jamaica,2022-07-17,,454190.0,73730.0,23629.0,0.8,1118931.0,9801.0,6090.0,2.0,
Japan,2022-07-17,0.11083333333333334,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Jersey,2022-07-17,0.0,,,,,,,,,
Kenya,2022-07-17,-0.15,17050000.0,155010000.0,1050147.0,1.95,535348.0,5421.0,3368.0,1.0,
Lithuania,2022-07-17,0.0,1230000000.0,553370000.0,145184.0,5.33,658057.0,905.0,562.0,2.0,84.0
Luxembourg,2022-07-17,0.0,19270000.0,15670000.0,298062.0,47.62,81757.0,1821.0,1132.0,3.0,79.0
Malaysia,2022-07-17,0.021084656084656133,276460000.0,136390000.0,3476560.0,10.74,1860037.0,8248.0,5125.0,1.0,
Mali,2022-07-17,0.2,6600000.0,28210000.0,485829.0,2.4,1303511.0,4668.0,2901.0,0.0,54.0
Malta,2022-07-17,0.0,17620000.0,30370000.0,114760.0,25.99,102793.0,1949.0,1211.0,2.0,61.0
Mauritania,2022-07-17,-0.0333333333333333,4230000.0,63260000.0,182286.0,3.92,130226.0,4813.0,2991.0,1.0,58.0
Mexico,2022-07-17,0.0,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
Monaco,2022-07-17,-0.0333333333333333,,,,,,,,,
Mongolia,2022-07-17,0.09722222222222224,329570.0,25110000.0,21345.0,0.65,82098.0,1112.0,691.0,2.0,59.0
Montenegro,2022-07-17,-0.0625,5090000.0,6770000.0,70999.0,11.3,132965.0,1112.0,691.0,1.0,
Morocco,2022-07-17,-0.1555555555555555,125600000.0,520870000.0,102358.0,0.28,3262222.0,3687.0,2291.0,0.0,
Namibia,2022-07-17,0.5,418360.0,331430.0,109391.0,4.31,47770.0,8032.0,4991.0,2.0,81.0
Netherlands,2022-07-17,-0.07407407407407407,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
New Zealand,2022-07-17,0.04374999999999995,23900000.0,11800000.0,1381724.0,28.65,806159.0,17058.0,10599.0,3.0,83.0
Norway,2022-07-17,0.04861111111111112,372000000.0,38350000.0,852238.0,15.72,191392.0,1972.0,1225.0,3.0,92.0
Paraguay,2022-07-17,,672590.0,413360.0,169567.0,2.38,896484.0,11904.0,7397.0,2.0,
Philippines,2022-07-17,0.04375,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-07-17,0.05555555555555556,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-07-17,-0.07777777777777775,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Romania,2022-07-17,-0.1555555555555555,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
Russian Federation,2022-07-17,-0.25000000000000006,,,,,,,,,
Saudi Arabia,2022-07-17,0.0,176730000.0,779550000.0,13454842.0,38.65,299268.0,2986.0,1855.0,0.0,33.0
Serbia,2022-07-17,,191120000.0,195730000.0,823011.0,9.42,1003962.0,919.0,571.0,1.0,61.0
Singapore,2022-07-17,0.0,46170000.0,21790000.0,2523648.0,43.14,348464.0,8623.0,5358.0,1.0,44.0
Slovakia,2022-07-17,0.39,927180000.0,948560000.0,197161.0,3.61,419651.0,844.0,524.0,2.0,78.0
South Sudan,2022-07-17,-0.17500000000000002,6000.0,3930000.0,882252.0,7.88,2575870.0,4615.0,2868.0,0.0,47.0
Spain,2022-07-17,0.25,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sweden,2022-07-17,0.0,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-07-17,0.0,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
Trinidad and Tobago,2022-07-17,,,,,,,,,,
Turkey,2022-07-17,,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Ukraine,2022-07-17,-0.04444444444444444,,,,,,,,,
United Kingdom,2022-07-17,-0.042112880505737645,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-07-17,0.04065540194572453,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
"Venezuela, Bolivarian Republic of",2022-07-17,0.0,,,,,,,,,
Argentina,2022-07-18,-0.0518518518518518,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Australia,2022-07-18,0.09185185185185185,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-07-18,0.0,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Belgium,2022-07-18,0.11555555555555556,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Belize,2022-07-18,0.0,1120000.0,69180.0,62043.0,15.6,52756.0,10602.0,6588.0,,
Bosnia and Herzegovina,2022-07-18,0.0,,,,,,,,,
Brazil,2022-07-18,0.0,371310000.0,189410000.0,1079708.0,0.51,1897128.0,10687.0,6641.0,2.0,
Canada,2022-07-18,0.044285714285714275,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-07-18,,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
Croatia,2022-07-18,-0.1555555555555555,65410000.0,46590000.0,528056.0,12.86,1039526.0,1267.0,787.0,2.0,70.0
Cyprus,2022-07-18,-0.4333333333333333,32570000.0,46310000.0,190366.0,15.77,173210.0,1485.0,923.0,3.0,65.0
Denmark,2022-07-18,0.13333333333333333,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Dominican Republic,2022-07-18,0.4333333333333333,7250000.0,360740000.0,603794.0,5.57,1608567.0,9263.0,5756.0,2.0,
Finland,2022-07-18,0.1013888888888889,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-07-18,0.017460317460317475,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Germany,2022-07-18,0.08,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Guatemala,2022-07-18,0.38,67270000.0,53900000.0,84311.0,0.47,1368431.0,10836.0,6733.0,2.0,
Guinea,2022-07-18,0.5,140430000.0,19170000.0,121437.0,0.92,550790.0,5715.0,3551.0,0.0,59.0
Honduras,2022-07-18,0.0,7930000.0,5030000.0,39195.0,0.4,985077.0,10640.0,6611.0,1.0,
India,2022-07-18,-0.0390625,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-07-18,-0.25,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Iran,2022-07-18,0.0,94800000.0,590280000.0,2797235.0,3.33,1325113.0,2586.0,1607.0,1.0,23.0
"Iran, Islamic Republic of",2022-07-18,0.6040909090909091,,,,,,,,,
Ireland,2022-07-18,0.0,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Italy,2022-07-18,-0.055555555555555546,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Japan,2022-07-18,0.0,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Kazakhstan,2022-07-18,0.0,806180000.0,424540000.0,3732073.0,19.88,4203899.0,2626.0,1632.0,1.0,48.0
Kiribati,2022-07-18,0.0,,,3126.0,2.62,5103.0,14367.0,8927.0,,
"Korea, Republic of",2022-07-18,-0.1,,,,,,,,,
Latvia,2022-07-18,-0.08055555555555555,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Lithuania,2022-07-18,-0.09375,1230000000.0,553370000.0,145184.0,5.33,658057.0,905.0,562.0,2.0,84.0
Malaysia,2022-07-18,-0.0333333333333333,276460000.0,136390000.0,3476560.0,10.74,1860037.0,8248.0,5125.0,1.0,
Mexico,2022-07-18,,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
Nepal,2022-07-18,0.05,31580.0,20470000.0,487564.0,1.67,2599701.0,5001.0,3107.0,2.0,62.0
Netherlands,2022-07-18,-0.027272727272727268,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
Norway,2022-07-18,,372000000.0,38350000.0,852238.0,15.72,191392.0,1972.0,1225.0,3.0,92.0
Oman,2022-07-18,0.0,16500000.0,183470000.0,2372836.0,46.47,25099.0,3709.0,2305.0,0.0,
Philippines,2022-07-18,0.030073593073593086,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-07-18,0.05521604938271607,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-07-18,-0.2333333333333332,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Seychelles,2022-07-18,,283620.0,678930.0,13050.0,13.27,29258.0,6356.0,3949.0,3.0,83.0
Singapore,2022-07-18,-0.012777777777777749,46170000.0,21790000.0,2523648.0,43.14,348464.0,8623.0,5358.0,1.0,44.0
Slovenia,2022-07-18,0.5,279790000.0,67380000.0,277964.0,13.37,160197.0,1243.0,772.0,2.0,68.0
Spain,2022-07-18,-0.125,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sri Lanka,2022-07-18,0.0499999999999999,37610000.0,23320000.0,40254.0,0.19,1960025.0,6458.0,4013.0,2.0,42.0
Sweden,2022-07-18,0.0,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-07-18,-0.6,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
Thailand,2022-07-18,0.1666666666666666,252100000.0,262990000.0,3632496.0,5.2,1086985.0,7213.0,4482.0,0.0,50.0
The Netherlands,2022-07-18,,,,,,,,,,
Trinidad and Tobago,2022-07-18,0.2375,,,,,,,,,
Turkey,2022-07-18,-0.1111111111111111,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Ukraine,2022-07-18,0.24183501683501682,,,,,,,,,
United Arab Emirates,2022-07-18,-0.2,81730000.0,516970000.0,8716332.0,88.13,203214.0,3418.0,2124.0,0.0,44.0
United Kingdom,2022-07-18,0.02869047619047618,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-07-18,0.0656654341029341,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
"Venezuela, Bolivarian Republic of",2022-07-18,-0.0333333333333333,,,,,,,,,
Viet Nam,2022-07-18,0.0,,,,,,,,,
Antarctica,2022-07-19,0.4333333333333333,,,,,,,,,
Australia,2022-07-19,-0.05500992063492063,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-07-19,0.35,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Azerbaijan,2022-07-19,0.0,651710000.0,389530000.0,252228.0,2.49,1163922.0,1591.0,989.0,1.0,39.0
Bangladesh,2022-07-19,,123310000.0,250570000.0,2115408.0,1.28,7401763.0,5813.0,3612.0,1.0,36.0
Belgium,2022-07-19,,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Bosnia and Herzegovina,2022-07-19,,,,,,,,,,
Brazil,2022-07-19,0.0,371310000.0,189410000.0,1079708.0,0.51,1897128.0,10687.0,6641.0,2.0,
Brunei Darussalam,2022-07-19,0.1363636363636363,,,,,,,,,
Bulgaria,2022-07-19,0.0,514730000.0,781770000.0,184363.0,2.65,1683626.0,767.0,477.0,2.0,59.0
Burundi,2022-07-19,,246160.0,1620000.0,344767.0,2.9,551105.0,5756.0,3577.0,1.0,55.0
Canada,2022-07-19,-0.04,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
China,2022-07-19,0.109090909090909,10640000000.0,7990000000.0,1039675.0,0.07,10461170.0,5947.0,3695.0,0.0,25.0
Colombia,2022-07-19,0.0,80770000.0,207300000.0,1905393.0,3.74,3024273.0,10754.0,6682.0,2.0,42.0
Czechia,2022-07-19,0.0333333333333333,,,,,,,,,
Denmark,2022-07-19,0.0,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Egypt,2022-07-19,0.0,144920000.0,1910000000.0,543937.0,0.53,3610461.0,2397.0,1489.0,1.0,30.0
Equatorial Guinea,2022-07-19,,,2630000.0,230618.0,16.44,128774.0,5568.0,3460.0,1.0,43.0
Ethiopia,2022-07-19,0.06666666666666665,6560000.0,245730000.0,1085517.0,0.94,946129.0,4449.0,2764.0,1.0,50.0
Finland,2022-07-19,0.0314814814814815,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-07-19,0.016666666666666677,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Georgia,2022-07-19,-0.0833333333333333,199360000.0,430520000.0,79368.0,1.99,861077.0,1165.0,724.0,2.0,59.0
Germany,2022-07-19,0.12291666666666669,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Greece,2022-07-19,-0.0867283950617284,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
Honduras,2022-07-19,0.16666666666666666,7930000.0,5030000.0,39195.0,0.4,985077.0,10640.0,6611.0,1.0,
Hong Kong,2022-07-19,,37960000.0,78140000.0,2962491.0,39.52,1007788.0,7659.0,4759.0,0.0,41.0
India,2022-07-19,0.12756613756613758,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-07-19,-0.1,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Iraq,2022-07-19,0.0,127630.0,686670000.0,365766.0,0.91,2077976.0,1982.0,1232.0,1.0,28.0
Israel,2022-07-19,,211520000.0,711700000.0,1953575.0,22.57,358691.0,1952.0,1213.0,3.0,59.0
Italy,2022-07-19,0.09085858585858582,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Japan,2022-07-19,-0.015,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Kazakhstan,2022-07-19,0.0,806180000.0,424540000.0,3732073.0,19.88,4203899.0,2626.0,1632.0,1.0,48.0
Kenya,2022-07-19,0.7,17050000.0,155010000.0,1050147.0,1.95,535348.0,5421.0,3368.0,1.0,
Kiribati,2022-07-19,,,,3126.0,2.62,5103.0,14367.0,8927.0,,
Latvia,2022-07-19,0.0,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Liechtenstein,2022-07-19,0.0,,,,,,,,,
Malaysia,2022-07-19,,276460000.0,136390000.0,3476560.0,10.74,1860037.0,8248.0,5125.0,1.0,
Mexico,2022-07-19,,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
Montenegro,2022-07-19,,5090000.0,6770000.0,70999.0,11.3,132965.0,1112.0,691.0,1.0,
Netherlands,2022-07-19,0.0008735312306740739,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
Norway,2022-07-19,,372000000.0,38350000.0,852238.0,15.72,191392.0,1972.0,1225.0,3.0,92.0
Pakistan,2022-07-19,0.4309523809523809,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
"Palestine, State of",2022-07-19,0.1111111111111111,,,,,,,,,
Panama,2022-07-19,,4300000.0,5000000.0,313165.0,7.26,139520.0,10867.0,6752.0,2.0,
Philippines,2022-07-19,0.25,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-07-19,0.0,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
